team,event_type,gh_time,global_id,student,sprint
t03,commit,2024-02-22T18:56:43Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-22T18:55:40Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-22T18:55:09Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-22T18:53:37Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-22T15:19:12Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-22T13:36:05Z,g076,t03_s04,Sprint 1
t03,commit,2024-02-22T06:38:42Z,g031,t03_s02,Sprint 1
t03,commit,2024-02-21T21:59:39Z,g076,t03_s04,Sprint 1
t03,commit,2024-02-21T20:17:14Z,g031,t03_s02,Sprint 1
t03,commit,2024-02-21T20:09:55Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-21T19:46:41Z,g031,t03_s02,Sprint 1
t03,commit,2024-02-21T18:42:10Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-21T18:38:35Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-21T18:34:09Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-21T18:21:38Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-21T17:43:28Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-21T17:27:37Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-21T17:17:31Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-21T17:16:07Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-21T17:14:55Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-21T16:32:33Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-21T16:29:25Z,g076,t03_s04,Sprint 1
t03,commit,2024-02-21T15:58:36Z,g076,t03_s04,Sprint 1
t03,commit,2024-02-21T06:23:39Z,g063,t03_s03,Sprint 1
t03,commit,2024-02-21T05:35:24Z,g001,t03_s01,Sprint 1
t03,commit,2024-02-21T05:26:24Z,g001,t03_s01,Sprint 1
t03,commit,2024-02-21T05:18:26Z,g001,t03_s01,Sprint 1
t03,commit,2024-02-21T04:30:40Z,g031,t03_s02,Sprint 1
t03,commit,2024-02-21T03:28:41Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-21T03:01:03Z,g077,t03_s05,Sprint 1
t03,commit,2024-02-21T02:54:47Z,g077,t03_s05,Sprint 1
