team,label,student,sprint,global_id
t15,good teammember,t15_s04,Sprint 3,g108
t15,lone wolf,t15_s02,Sprint 3,g096
t15,gamer,t15_s03,Sprint 3,g098
t15,gamer,t15_s01,Sprint 3,g087
t15,couch potato,t15_s05,Sprint 3,g110
t21,good teammember,t21_s05,Sprint 3,g089
t21,good teammate,t21_s01,Sprint 3,g074
t21,good teammate,t21_s03,Sprint 3,g085
t21,good teammate,t21_s02,Sprint 3,g083
t21,good teammate,t21_s04,Sprint 3,g086
t02,good teammember,t02_s05,Sprint 3,g028
t02,good teammate,t02_s01,Sprint 3,g004
t02,good teammate,t02_s03,Sprint 3,g012
t02,good teammate,t02_s02,Sprint 3,g009
t02,good teammate,t02_s04,Sprint 3,g027
t02,good teammate,t02_s06,Sprint 3,g084
t03,good teammate,t03_s01,Sprint 3,g001
t03,good teammate,t03_s04,Sprint 3,g076
t03,good teammate,t03_s05,Sprint 3,g077
t03,good teammate,t03_s03,Sprint 3,g063
t03,good teammate,t03_s02,Sprint 3,g031
t02,good teammember,t02_s04,Sprint 3,g027
t02,good teammate,t02_s02,Sprint 3,g009
t02,good teammate,t02_s01,Sprint 3,g004
t02,good teammate,t02_s03,Sprint 3,g012
t02,good teammate,t02_s05,Sprint 3,g028
t02,good teammate,t02_s06,Sprint 3,g084
t14,good teammember,t14_s04,Sprint 3,g112
t14,good teammate,t14_s03,Sprint 3,g111
t14,good teammate,t14_s05,Sprint 3,g116
t14,good teammate,t14_s01,Sprint 3,g104
t14,good teammate,t14_s02,Sprint 3,g107
t01,good teammember,t01_s01,Sprint 3,g006
t01,good teammate,t01_s05,Sprint 3,g079
t01,good teammate,t01_s04,Sprint 3,g034
t01,good teammate,t01_s02,Sprint 3,g029
t01,good teammate,t01_s03,Sprint 3,g030
t15,good teammember,t15_s02,Sprint 3,g096
t15,good teammate,t15_s01,Sprint 3,g087
t15,good teammate,t15_s04,Sprint 3,g108
t15,hitchhiker,t15_s05,Sprint 3,g110
t15,couch potato,t15_s03,Sprint 3,g098
t13,good teammember,t13_s04,Sprint 3,g040
t13,good teammate,t13_s01,Sprint 3,g035
t13,good teammate,t13_s02,Sprint 3,g036
t13,good teammate,t13_s03,Sprint 3,g037
t13,good teammate,t13_s05,Sprint 3,g046
t22,good teammember,t22_s01,Sprint 3,g103
t22,good teammate,t22_s03,Sprint 3,g106
t22,good teammate,t22_05,Sprint 3,g126
t22,good teammate,t22_s02,Sprint 3,g105
t22,good teammate,t22_s04,Sprint 3,g122
t09,good teammember,t09_s06,Sprint 3,g044
t09,good teammate,t09_s03,Sprint 3,g025
t09,good teammate,t09_s01,Sprint 3,g023
t09,good teammate,t09_s04,Sprint 3,g032
t09,good teammate,t09_s02,Sprint 3,g024
t16,good teammember,t16_s03,Sprint 3,g114
t16,good teammate,t16_s02,Sprint 3,g101
t16,good teammate,t16_s05,Sprint 3,g119
t16,good teammate,t16_s01,Sprint 3,g100
t16,good teammate,t16_s04,Sprint 3,g115
t22,good teammember,t22_s04,Sprint 3,g122
t22,good teammate,t22_s01,Sprint 3,g103
t22,good teammate,t22_s02,Sprint 3,g105
t22,good teammate,t22_05,Sprint 3,g126
t22,good teammate,t22_s03,Sprint 3,g106
t08,good teammember,t08_s04,Sprint 3,g080
t08,good teammate,t08_s03,Sprint 3,g010
t08,good teammate,t08_s02,Sprint 3,g003
t08,good teammate,t08_s01,Sprint 3,g002
t08,good teammate,t08_s05,Sprint 3,g095
t08,good teammember,t08_s03,Sprint 3,g010
t08,good teammate,t08_s01,Sprint 3,g002
t08,good teammate,t08_s02,Sprint 3,g003
t08,good teammate,t08_s04,Sprint 3,g080
t08,good teammate,t08_s05,Sprint 3,g095
t18,good teammember,t18_s01,Sprint 3,g005
t18,good teammate,t18_s02,Sprint 3,g007
t18,good teammate,t18_s03,Sprint 3,g008
t18,good teammate,t18_s05,Sprint 3,g043
t18,hitchhiker,t18_s06,Sprint 3,g090
t18,good teammate,t18_s04,Sprint 3,g042
t21,good teammember,t21_s01,Sprint 3,g074
t21,good teammate,t21_s03,Sprint 3,g085
t21,good teammate,t21_s02,Sprint 3,g083
t21,couch potato,t21_s05,Sprint 3,g089
t21,hitchhiker,t21_s04,Sprint 3,g086
